"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","25625600","","","","0"
"2004","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24312800","","","","0"
"2005","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","23782400","","","","0"
"2006","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24249394","","","","0"
"2007","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","21551600","","","","0"
"2008","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24969700","","","","0"
"2009","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24556900","","","","0"
"2010","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","21072800","","","","0"
"2011","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","21483448","","","","0"
"2012","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","23601600","","","","0"
"2013","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","26030300","","","","0"
"2014","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24058300","","","","0"
"2015","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24079900","","","","0"
"2016","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","23686185","","","","0"
"2017","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","22391100","","","","0"
"2018","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24734500","","","","0"
"2019","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24604400","","","","0"
"2020","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","24982200","","","","0"
"2021","Canada","2016A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","23357200","","","","0"
"2000","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","6530000","","","","0"
"2001","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5350000","","","","0"
"2002","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","6125000","","","","0"
"2003","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5960000","","","","0"
"2004","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5285000","","","","0"
"2005","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5700000","","","","0"
"2006","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","3795380","","","","0"
"2007","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","4765000","","","","0"
"2008","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","6030000","","","","0"
"2009","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5660000","","","","0"
"2010","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","3150000","","","","0"
"2011","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","4011018","","","","0"
"2012","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","4625000","","","","0"
"2013","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","4985000","","","","0"
"2014","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","4780000","","","","0"
"2015","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5790000","","","","0"
"2016","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","6101500","","","","0"
"2017","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5205000","","","","0"
"2018","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","6185400","","","","0"
"2019","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","4893600","","","","0"
"2020","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5688600","","","","0"
"2021","Canada","2016A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","5531400","","","","0"
"2000","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","19771700","","","","0"
"2001","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","20572900","","","","0"
"2002","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","18421300","","","","0"
"2003","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","18172000","","","","0"
"2004","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","17585600","","","","0"
"2005","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","16871000","","","","0"
"2006","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","18742975","","","","0"
"2007","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","15124900","","","","0"
"2008","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","16293100","","","","0"
"2009","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","16990000","","","","0"
"2010","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","16441900","","","","0"
"2011","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","15733912","","","","0"
"2012","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","16868900","","","","0"
"2013","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","18997500","","","","0"
"2014","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","17563000","","","","0"
"2015","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","16977900","","","","0"
"2016","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","15869697","","","","0"
"2017","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","15801300","","","","0"
"2018","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","17310900","","","","0"
"2019","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","18781600","","","","0"
"2020","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","17926200","","","","0"
"2021","Canada","2016A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","16477300","","","","0"
"2000","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","996000","","","","0"
"2001","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1048800","","","","0"
"2002","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","984200","","","","0"
"2003","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1493700","","","","0"
"2004","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1442200","","","","0"
"2005","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1211400","","","","0"
"2006","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1711039","","","","0"
"2007","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1661700","","","","0"
"2008","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","2646600","","","","0"
"2009","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1906900","","","","0"
"2010","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1480900","","","","0"
"2011","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1738518","","","","0"
"2012","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","2107600","","","","0"
"2013","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","2047800","","","","0"
"2014","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1715300","","","","0"
"2015","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1312000","","","","0"
"2016","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1714988","","","","0"
"2017","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1384800","","","","0"
"2018","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1238200","","","","0"
"2019","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","929200","","","","0"
"2020","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1367500","","","","0"
"2021","Canada","2016A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","1348600","","","","0"
"2000","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1059000","","","","0"
"2001","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1137000","","","","0"
"2002","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1079900","","","","0"
"2003","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1599900","","","","0"
"2004","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1557600","","","","0"
"2005","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1284900","","","","0"
"2006","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1806900","","","","0"
"2007","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1838200","","","","0"
"2008","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","2818000","","","","0"
"2009","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","2267100","","","","0"
"2010","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1542100","","","","0"
"2011","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1817900","","","","0"
"2012","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","2198800","","","","0"
"2013","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","2289000","","","","0"
"2014","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","2044700","","","","0"
"2015","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1419400","","","","0"
"2016","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1811500","","","","0"
"2017","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1545000","","","","0"
"2018","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1395800","","","","0"
"2019","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1346000","","","","0"
"2020","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1574800","","","","0"
"2021","Canada","2016A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","1448500","","","","0"


